snapshot_year,open_date,latitude,longitude,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_num
2010,1995-08-30,34.040539,-118.271387,,8,
2010,1997-07-30,32.89947,-117.243,,1,
2010,1997-08-30,33.909914,-117.459053,,4,
2010,1997-08-30,34.145138,-118.152655,,3,
2010,1997-08-30,34.145119,-118.150133,,3,
2010,1998-06-30,33.94325,-118.403342,,20,
2010,1998-05-30,34.228315,-119.170865,,1,
2010,1998-05-30,34.0189,-117.38,,4,
2010,1998-06-30,38.69005,-121.58889,,4,
2010,1998-06-30,34.017081,-118.44704,,2,
2010,1998-05-30,34.13722,-118.35835,1,10,
2010,1998-06-15,33.94756,-118.153806,,4,
2010,1998-07-01,37.80619,-122.4152,,1,
2010,2002-01-31,37.78881,-122.401,,2,
2010,2002-01-31,37.791791,-122.411265,,1,
2010,2002-01-15,34.248959,-118.523887,,2,
2010,2002-01-15,34.241687,-118.528543,,2,
2010,2002-01-15,34.236853,-118.532588,,4,
2010,2002-05-30,33.777054,-117.870566,,8,
2010,2002-05-30,34.16657601660278,-119.045854662704,,5,
2010,2002-05-30,33.919899,-117.898618,,4,
2010,2002-05-15,34.192178,-118.934793,4,2,
2010,2002-05-30,34.418322,-119.3368,,1,
2010,2002-05-30,34.105275,-117.809208,,2,
2010,2004-06-01,38.539336,-121.732405,1,3,
2010,2004-06-01,38.66292,-121.2634,,2,
2010,2004-05-30,38.57277,-121.467902,1,2,
2010,2004-05-30,38.73323,-120.78962,,2,
2010,2004-06-15,38.356027,-121.9628,,1,
2010,2004-06-15,38.36557,-121.967,,4,
2010,2004-06-15,38.35172,-121.987,,2,
2010,2004-06-15,38.356907,-122.001886,,2,
2010,2004-06-15,38.355867,-121.9862,,1,
2010,2004-06-15,38.351758,-121.994475,,7,
2010,2004-06-15,38.457369,-121.842567,1,,
2010,2004-05-15,38.72799,-120.828,,3,
2010,1998-06-15,38.74453,-121.17,,1,
2010,2004-07-15,38.618066,-121.334337,,1,
2010,2006-08-15,38.15485,-121.69,,1,
2010,2005-07-15,38.23723,-122.123,,3,
2010,2005-07-15,38.105062,-122.265895,,,
2010,2008-12-15,38.368755,-121.961192,1,1,
2010,2008-12-01,38.54643,-121.7388,,2,
2010,2008-12-01,38.5443,-121.738,,2,
2010,2008-12-01,38.544538,-121.749713,3,7,
2010,2008-12-01,38.55755,-121.6947,,1,
2010,1998-06-15,38.569412,-121.721373,,2,
2010,2008-12-31,37.94495,-122.5096,,2,
2010,2000-04-15,35.249929,-120.689683,,5,
2010,2000-04-15,35.25982,-120.676,,4,
2010,2010-11-15,34.019875,-118.49151,,3,
2010,2010-11-15,34.010528,-118.4898,,12,2
2010,2000-04-15,35.279705,-120.6609,,2,
2010,2010-04-30,38.379983,-120.807672,,1,
2010,2005-07-15,38.34962,-121.987,,6,
2010,1999-10-15,34.01223,-118.334323,,12,4
2010,2008-12-01,38.539319,-121.805298,1,1,
2010,2008-12-01,38.535524,-121.762984,1,1,
2010,2008-12-01,38.53111172782076,-121.7626930687256,1,1,
2010,2008-12-01,38.535656,-121.754574,2,1,
2010,2008-12-01,38.533127,-121.749398,2,14,
2010,2008-12-01,38.532775,-121.748494,2,16,
2010,2008-12-01,38.54308,-121.761568,1,1,
2010,2006-07-15,32.754954,-117.107457,,5,
2010,2009-06-01,38.117115,-122.6098,,1,
2010,2002-02-20,34.378768,-119.313973,,1,
